File,Method,From,To
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getOne(),52,54
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getZero(),57,59
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getRuntimeClass(),62,64
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionField.java,readResolve(),78,81
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getAvailableLocales(),74,76
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,formatFraction(Fraction),85,87
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getImproperInstance(),93,95
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getImproperInstance(Locale),102,104
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getProperInstance(),110,112
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getProperInstance(Locale),119,121
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,getDefaultNumberFormat(),129,131
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,format(Fraction|StringBuffer|FieldPosition),144,155
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,format(Object|StringBuffer|FieldPosition),174,186
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,parse(String),196,203
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,parse(String|ParsePosition),213,263
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/ProperFractionFormat.java,format(Fraction|StringBuffer|FieldPosition),91,112
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/ProperFractionFormat.java,getWholeFormat(),118,120
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/ProperFractionFormat.java,parse(String|ParsePosition),135,219
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/ProperFractionFormat.java,setWholeFormat(NumberFormat),226,231
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getReducedFraction(int|int),434,440
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,abs(),449,451
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,add(BigInteger),465,468
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,add(int),480,482
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,add(long),494,496
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,add(BigFraction),509,529
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,bigDecimalValue(),543,545
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,bigDecimalValue(int),562,564
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,bigDecimalValue(int|int),581,583
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,compareTo(BigFraction),596,600
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,divide(BigInteger),613,621
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,divide(int),633,635
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,divide(long),647,649
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,divide(BigFraction),662,671
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,doubleValue(),683,694
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,equals(Object),712,724
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,floatValue(),736,747
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getDenominator(),756,758
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getDenominatorAsInt(),767,769
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getDenominatorAsLong(),778,780
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getNumerator(),789,791
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getNumeratorAsInt(),800,802
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getNumeratorAsLong(),811,813
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,hashCode(),824,826
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,intValue(),838,840
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,longValue(),852,854
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,multiply(BigInteger),866,871
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,multiply(int),883,885
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,multiply(long),897,899
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,multiply(BigFraction),911,921
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,negate(),931,933
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,percentageValue(),943,945
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,pow(int),958,963
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,pow(long),975,982
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,pow(BigInteger),994,1002
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,pow(double),1014,1017
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,reciprocal(),1026,1028
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,reduce(),1038,1041
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,subtract(BigInteger),1053,1058
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,subtract(int),1069,1071
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,subtract(long),1082,1084
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,subtract(BigFraction),1096,1115
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,toString(),1127,1137
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java,getField(),1140,1142
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,abs(),295,303
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,compareTo(Fraction),311,315
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,doubleValue(),323,325
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,equals(Object),337,349
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,floatValue(),357,359
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,getDenominator(),365,367
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,getNumerator(),373,375
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,hashCode(),382,384
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,intValue(),392,394
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,longValue(),402,404
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,negate(),410,415
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,reciprocal(),421,423
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,add(Fraction),435,437
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,add(int),444,446
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,subtract(Fraction),458,460
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,subtract(int),467,469
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,addSub(Fraction|boolean),481,526
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,multiply(Fraction),538,552
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,multiply(int),559,561
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,divide(Fraction),573,582
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,divide(int),589,591
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,percentageValue(),601,603
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,getReducedFraction(int|int),616,642
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,toString(),654,664
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/Fraction.java,getField(),667,669
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFractionField.java,getInstance(),47,49
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFractionField.java,getOne(),52,54
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFractionField.java,getZero(),57,59
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFractionField.java,getRuntimeClass(),62,64
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/BigFractionField.java,readResolve(),78,81
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,getDefaultNumberFormat(),80,82
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,getDefaultNumberFormat(Locale),91,96
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,getDenominatorFormat(),102,104
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,getNumeratorFormat(),110,112
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,setDenominatorFormat(NumberFormat),119,124
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,setNumeratorFormat(NumberFormat),131,136
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,parseAndIgnoreWhitespace(String|ParsePosition),145,148
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,parseNextCharacter(String|ParsePosition),157,175
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,format(double|StringBuffer|FieldPosition),189,191
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/fraction/AbstractFormat.java,format(long|StringBuffer|FieldPosition),206,208
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/Well44497b.java,next(int),84,117
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextBoolean(),65,67
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextBytes(byte[]),70,86
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextDouble(),89,93
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextFloat(),96,98
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextGaussian(),101,120
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextInt(),123,125
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextInt(int),142,156
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextLong(),159,163
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,nextLong(long),176,188
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java,clear(),194,196
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/CorrelatedRandomVectorGenerator.java,getGenerator(),137,139
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/CorrelatedRandomVectorGenerator.java,getRank(),147,149
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/CorrelatedRandomVectorGenerator.java,getRootMatrix(),157,159
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/CorrelatedRandomVectorGenerator.java,nextVector(),165,183
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/Well19937a.java,next(int),84,107
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/GaussianRandomGenerator.java,nextNormalizedDouble(),43,45
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,load(double[]),228,240
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,load(URL),254,276
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,load(File),288,308
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,computeBinStats(),352,363
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,computeStats(),367,377
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,computeStats(),402,407
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,computeBinStats(),411,417
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,fillBinStats(DataAdapter),427,454
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,findBin(double),462,466
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getNextValue(),475,498
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getSampleStats(),508,510
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getBinCount(),517,519
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getBinStats(),528,530
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getUpperBounds(),545,552
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getGeneratorUpperBounds(),565,570
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,isLoaded(),577,579
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,reSeed(long),587,589
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,probability(double),598,600
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,density(double),616,623
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,cumulativeProbability(double),638,654
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,inverseCumulativeProbability(double),677,707
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getNumericalMean(),713,715
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getNumericalVariance(),721,723
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getSupportLowerBound(),729,731
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getSupportUpperBound(),737,739
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,isSupportLowerBoundInclusive(),745,747
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,isSupportUpperBoundInclusive(),753,755
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,isSupportConnected(),761,763
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,sample(),770,772
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,reseedRandomGenerator(long),779,781
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,pB(int),789,792
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,pBminus(int),800,802
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,kB(int),812,817
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,k(double),825,828
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,cumBinP(int),836,838
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,getKernel(SummaryStatistics),846,851
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,setSeed(int),45,47
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,setSeed(int[]),50,52
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,setSeed(long),55,57
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextBytes(byte[]),60,62
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextInt(),65,67
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextInt(int),70,75
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextLong(),78,80
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextBoolean(),83,85
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextFloat(),88,90
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextDouble(),93,95
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,nextGaussian(),98,100
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,createRandomGenerator(Random),42,102
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomGeneratorFactory.java,convertToLong(int[]),110,121
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/HaltonSequenceGenerator.java,nextVector(),125,141
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/HaltonSequenceGenerator.java,scramble(int|int|int|int),156,158
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/HaltonSequenceGenerator.java,skipTo(int),169,172
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/HaltonSequenceGenerator.java,getNextIndex(),180,182
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/Well44497a.java,next(int),84,110
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/StableRandomGenerator.java,nextNormalizedDouble(),90,134
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/Well512a.java,next(int),84,105
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNext(),133,148
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,fill(double[]),159,163
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,fill(int),176,182
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,computeDistribution(),198,200
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,computeDistribution(int),218,223
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getMode(),231,233
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,setMode(int),240,242
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getValuesFileURL(),250,252
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,setValuesFileURL(String),261,263
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,setValuesFileURL(URL),273,275
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getEmpiricalDistribution(),282,284
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,resetReplayFile(),291,301
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,closeReplayFile(),308,313
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getMu(),323,325
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,setMu(double),334,336
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getSigma(),347,349
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,setSigma(double),356,358
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,reSeed(long),366,368
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNextDigest(),383,389
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNextReplay(),410,425
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNextUniform(),433,435
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNextExponential(),443,445
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/ValueServer.java,getNextGaussian(),454,456
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,getDelegate(),135,137
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextHexString(int),155,157
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextInt(int|int),160,162
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextLong(long|long),165,167
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextSecureHexString(int),185,187
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextSecureInt(int|int),190,192
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextSecureLong(long|long),195,197
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextPoisson(double),212,214
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextGaussian(double|double),217,219
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextExponential(double),232,234
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextUniform(double|double),247,249
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextUniform(double|double|boolean),264,266
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextBeta(double|double),278,280
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextBinomial(int|double),292,294
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextCauchy(double|double),306,308
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextChiSquare(double),319,321
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextF(double|double),335,337
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextGamma(double|double),362,364
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextHypergeometric(int|int|int),382,384
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextPascal(int|double),400,402
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextT(double),414,416
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextWeibull(double|double),430,432
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextZipf(int|double),446,448
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,reSeed(long),460,462
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,reSeedSecure(),471,473
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,reSeedSecure(long),484,486
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,reSeed(),492,494
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,setSecureAlgorithm(String|String),517,519
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextPermutation(int|int),531,533
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextSample(Collection|int),549,551
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextInversionDeviate(RealDistribution),565,568
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/RandomDataImpl.java,nextInversionDeviate(IntegerDistribution),582,584
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/UnitSphereRandomVectorGenerator.java,nextVector(),61,80
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/AbstractRandomGenerator.java,clear(),61,63
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/AbstractRandomGenerator.java,setSeed(int),66,68
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/AbstractRandomGenerator.java,setSeed(int[]),71,80
src/main/resources/Math/1/src/main/java/org/apache/commons/math3/random/AbstractRandomGenerator.java,nextBytes(byte[]),106,120
